Year,Region,crop_type,Area_cultivatedHa,Productionkg,Yeild_kg/ha
2005,3,1,281.0,307100,1092
2013,2,0,723.21,787764,1089
2002,2,6,891.15,970677,1089
2008,2,5,18870.52,20510225,1087
2006,5,0,54.68,59453,1087
2010,9,5,187858.61,203999398,1086
1997,5,1,1170.0,1271000,1086
2009,8,6,7370.25,7976504,1082
2001,0,1,6750.0,7295000,1081
1999,3,4,4940.0,5336000,1080
2002,1,2,155526.83,167871762,1079
1999,9,0,78400.0,84442000,1077
2009,7,5,194962.3,210060030,1077
1997,1,2,176490.0,190105000,1077
1998,6,3,31600.0,33998000,1076
2010,2,0,874.3,939263,1074
2004,9,0,76521.0,82077000,1073
2002,9,2,54693.25,58577450,1071
2004,2,2,18934.0,20172900,1065
2005,7,4,92009.0,97593400,1061
2005,1,0,375912.0,398965200,1061
2014,7,2,4184.27,4408923,1054
1999,9,6,54940.0,57752000,1051
2002,1,3,8996.12,9433917,1049
1997,7,5,183580.0,192448000,1048
2007,6,5,1082756.17,1133591204,1047
2004,9,2,51709.0,54081000,1046
2001,1,6,308300.0,322503000,1046
2004,8,0,4012.0,4192500,1045
1997,9,0,55540.0,57987000,1044
2000,9,0,77900.0,81273000,1043
2012,2,0,818.37,853908,1043
2006,2,0,1107.79,1152814,1041
2000,1,6,314190.0,327110000,1041
2001,7,0,118410.0,123128000,1040
2006,6,5,985665.52,1022451976,1037
2000,1,4,356850.0,36944000,1037
2007,1,5,939487.63,972006442,1035
2000,6,0,385760.0,398704000,1034
2021,3,4,11241.97,11611922,1033
2005,6,5,918461.0,945087300,1029
2022,3,4,9117.0,9381999,1029
2004,1,0,357174.0,367108600,1028
2005,2,4,49862.0,51159300,1026
2014,2,5,26021.15,26702847,1026
2008,1,3,8116.94,8307228,1023
2001,2,2,22690.0,23164000,1021
2000,9,6,70570.0,72074000,1021
2000,3,4,5590.0,5701000,1020
2000,7,0,5730.0,57877000,1020
1998,9,4,124330.0,126829000,1020
1998,1,4,352600.0,359035000,1018
2013,2,5,19389.08,19719405,1017
2000,9,2,57210.0,58095000,1015
1998,7,0,49970.0,50575000,1012
2006,3,4,7294.57,7380100,1012
1997,9,6,55360.0,55938000,1010
2005,1,2,148002.0,149444000,1010
2008,8,4,33992.75,34265951,1008
2006,2,3,37.07,37332,1007
1999,1,6,244900.0,246588000,1007
1999,6,0,383450.0,385697000,1006
2002,7,3,626.57,627942,1002
1996,9,6,84550.0,84653000,1001
2009,2,5,16276.07,16279627,1000
1997,6,5,952670.0,952875000,1000
2002,7,4,84276.06,84200946,999
2002,2,0,1047.11,1044418,997
2001,1,3,12910.0,12873000,997
2006,7,4,103150.03,102768411,996
2004,1,2,156868.0,155581100,992
2002,0,1,6100.41,6051564,992
2008,5,6,36.61,36268,991
2007,1,3,7657.62,7583392,990
2008,7,5,234789.37,232246796,989
2022,8,1,10419.0,10251134,984
2012,2,5,23615.03,23225663,984
2010,2,5,18632.31,18256459,980
1997,9,2,55430.0,54309000,980
2007,9,5,160740.57,157359904,979
2005,9,6,87785.0,85900500,979
1997,1,6,212020.0,207188000,977
2011,2,5,23648.11,23107290,977
2010,3,4,9115.09,8821948,968
2005,7,3,506.0,486200,962
1997,5,4,3580.0,3445000,962
1996,8,1,20550.0,19711000,959
1997,1,0,244010.0,233731000,958
1998,1,0,220710.0,211264000,957
2004,1,3,8776.0,8386200,956
1999,7,4,82910.0,79245000,956
2011,7,3,301.95,288563,956
2005,1,5,852307.0,813651400,955
2006,1,5,907057.42,865824040,955
2005,8,6,16030.0,15302300,955
2001,1,2,187850.0,178948000,953
2001,7,4,153800.0,146571000,953
2011,5,0,17.48,16636,952
2001,9,2,65090.0,61811000,950
2001,5,0,60.0,57000,950
2006,7,2,4575.07,4320997,944
2004,0,4,3045.0,2863500,940
2000,7,4,93240.0,87370000,937
2004,6,2,71966.0,67366900,936
2002,6,5,762119.72,71325116,936
1996,9,0,87350.0,81711000,935
2001,9,6,73320.0,68180000,930
2004,7,4,99624.0,92417200,928
1996,1,3,7990.0,7397000,926
1997,0,1,1470.0,1360000,925
1996,1,2,173190.0,159982000,924
2021,0,1,2933.27,2684522,915
2006,6,3,34794.57,31798337,914
2005,2,5,12797.0,11692600,914
2002,8,3,432.63,395460,914
2000,9,5,126440.0,115440000,913
2007,2,5,15719.53,14346476,913
2002,5,4,3834.52,3489212,910
2001,3,4,7060.0,6424000,910
2000,3,1,300.0,270000,900
2000,6,2,71800.0,64618000,900
2006,9,5,138346.23,124421256,899
2006,5,4,5407.15,4855216,898
1998,1,2,159360.0,142966000,897
2002,1,5,778202.03,697300240,896
1997,6,2,46700.0,41706000,893
1996,1,6,259460.0,231402000,892
2006,1,3,8300.75,7401725,892
2000,0,5,6610.0,5887000,891
1996,6,5,941160.0,837751000,890
2001,5,1,1080.0,960000,889
2002,8,0,6511.81,5772128,886
2008,8,1,36876.29,32593539,884
2004,1,5,826443.0,730407700,884
2005,5,1,1149.0,1014800,883
1996,7,5,160440.0,141367000,881
1996,0,4,13160.0,11564000,879
2001,9,0,65360.0,57253000,876
2004,7,3,372.0,325500,875
1997,8,1,16360.0,14275000,873
2004,8,4,31008.0,27036800,872
2006,5,6,51.15,44537,871
2001,8,4,24510.0,21283000,868
1998,9,2,68090.0,58996000,866
2001,1,0,287870.0,248852000,864
2009,7,3,485.59,418615,862
1996,8,6,5220.0,4498000,862
2004,6,5,820135.0,704455500,859
1998,1,3,8020.0,6883000,858
1996,6,2,49680.0,42524000,856
1996,1,0,295850.0,250946000,848
1998,6,2,45280.0,38333000,847
1997,2,2,7130.0,6022000,845
2000,1,3,11460.0,9663000,843
2008,8,0,1748.27,1470734,841
1998,9,6,42040.0,35324000,840
1997,1,5,903190.0,75076000,837
2006,9,3,677.77,567289,837
1999,1,5,884680.0,738079000,834
1998,6,5,729530.0,607224000,832
2000,6,5,891830.0,742328000,832
2005,2,0,975.0,806000,827
2002,9,5,124698.64,102850035,825
2001,6,5,887250.0,728059000,821
2000,1,2,202470.0,165793000,819
2006,7,3,315.3,257541,817
2005,9,0,95453.0,77779500,815
2000,5,4,3910.0,3184000,814
2005,9,2,55595.0,45147600,812
2001,1,5,949350.0,768536000,810
2012,5,0,25.26,20439,809
1996,0,1,4500.0,3636000,808
2000,1,5,90150.0,731436000,807
2006,2,5,16654.32,13350915,802
1999,9,5,140830.0,113008000,802
2005,8,3,490.0,391600,799
1998,5,1,670.0,534000,797
2004,5,4,5053.0,4029700,797
1999,1,2,273810.0,218018000,796
2013,7,3,504.7,401405,795
2006,3,0,21.65,17158,793
1998,9,0,52930.0,41914000,792
1997,1,3,9230.0,7289000,790
2008,5,0,15.34,12078,787
1996,1,5,882280.0,693081000,786
2001,5,6,270.0,212000,785
2014,7,3,420.28,329579,784
1997,9,5,99500.0,77735000,781
1999,5,4,3260.0,2545000,781
2002,9,3,404.09,315376,780
2007,7,5,199492.22,155610758,780
2002,0,4,1404.78,1094059,779
1999,6,5,867800.0,674691000,777
2005,7,5,210055.0,162905800,776
2022,0,1,4651.0,3604169,775
2002,2,3,27.6,21381,775
1999,1,0,262620.0,202476000,771
2004,9,5,136740.0,104756500,766
2001,6,2,63530.0,48582000,765
1998,5,4,2990.0,2284000,764
2001,5,4,4990.0,3781000,758
1998,2,5,22980.0,17380000,756
1998,3,4,4430.0,3350000,756
2006,7,5,193193.16,145474277,753
2002,0,0,21.41,15983,747
2000,1,0,268160.0,199747000,745
2001,9,5,141010.0,104801000,743
2002,7,5,133882.17,98956647,739
2004,2,5,11944.0,8741100,732
1999,3,1,180.0,131000,728
2007,7,3,460.99,332400,721
2001,8,1,26570.0,19049000,717
2000,5,6,200.0,143000,715
1998,7,5,123240.0,87765000,712
2002,2,5,10736.57,7592932,707
2000,7,2,4160.0,2926000,703
1998,5,6,40.0,28000,700
1997,5,6,100.0,70000,700
1998,1,5,744400.0,518998000,697
1996,9,5,87880.0,60827000,692
2001,7,5,174360.0,120643000,692
1996,0,5,4820.0,3331000,691
1998,7,2,3160.0,2173000,688
1996,9,2,35780.0,24570000,687
1998,8,4,20650.0,14136000,685
2008,7,3,574.87,393423,684
2005,8,0,5706.0,3899200,683
