Year,Region,crop_type,Area_cultivatedHa,Productionkg,Yeild_kg/ha
2008-01-01,S.N.N.P.R,Wheat,118815.25,197457919,1662
2013-01-01,Oromiya,Millet,92306.89,153205962,1660
2008-01-01,Harari,Maize,1272.88,2111165,1659
2014-01-01,Tigray,Barely,96577.17,160265852,1659
2016-01-01,Harari,Maize,1265.83,2100281,1659
1997-01-01,Tigray,Sorghum,141190.0,234032000,1658
2010-01-01,Somalia,Wheat,4364.13,7224497,1655
2021-01-01,Tigray,Teff,188391.88,311753877,1655
2009-01-01,Benushangul Gumuz,Millet,29164.66,48237243,1654
2011-01-01,Amhara,Wheat,498748.68,824860321,1654
2012-01-01,Gambela,Sorghum,3324.79,5497360,1653
2012-01-01,Tigray,Barely,99453.31,164003891,1649
2012-01-01,Oromiya,Oats,27343.84,45043286,1647
2009-01-01,Somalia,Maize,39751.64,65388636,1645
2004-01-01,Oromiya,Wheat,556354.0,912864500,1641
2007-01-01,Amhara,Sorghum,481218.82,789147685,1640
2013-01-01,DIRE DAWA,Sorghum,9429.03,15412641,1635
2010-01-01,Amhara,Wheat,548315.25,896092731,1634
2010-01-01,Somalia,Maize,26998.54,44083170,1633
2011-01-01,Tigray,Millet,76065.32,124103018,1632
2007-01-01,Benushangul Gumuz,Millet,22546.58,36771927,1631
2010-01-01,Amhara,Sorghum,486467.74,792246070,1629
2015-01-01,Oromiya,Teff,1427548.05,2325488216,1629
2016-01-01,Harari,Sorghum,7496.5,12206534,1628
1997-01-01,Gambela,Maize,2910.0,4734000,1627
2011-01-01,S.N.N.P.R,Sorghum,107735.23,175125481,1626
2021-01-01,S.N.N.P.R,Oats,300.75,488326,1624
2000-01-01,S.N.N.P.R,Maize,205700.0,333929000,1623
1996-01-01,Oromiya,Sorghum,452110.0,731963000,1619
2007-01-01,Harari,Maize,1366.38,2212699,1619
2013-01-01,Tigray,Barely,98162.52,158810944,1618
2016-01-01,Oromiya,Teff,1369934.27,2215625767,1617
2009-01-01,Somalia,Sorghum,21970.22,35494467,1616
2006-01-01,Oromiya,Wheat,816572.28,1317706079,1614
2007-01-01,Tigray,Sorghum,207488.92,334506297,1612
2011-01-01,Oromiya,Oats,24494.31,39462124,1611
2020-01-01,S.N.N.P.R,Millet,10901.17,17550375,1610
2009-01-01,Benushangul Gumuz,Sorghum,58905.26,94750164,1609
2019-01-01,Tigray,Teff,176545.98,283833741,1608
2016-01-01,Amhara,Teff,1093135.22,1757022412,1607
2018-01-01,S.N.N.P.R,Millet,4485.63,7205019,1606
2009-01-01,Oromiya,Barely,451955.5,724293850,1603
2012-01-01,S.N.N.P.R,Sorghum,122731.01,196715893,1603
2013-01-01,S.N.N.P.R,Barely,82040.19,131467986,1602
2021-01-01,S.N.N.P.R,Teff,234350.83,374427961,1598
2016-01-01,Benushangul Gumuz,Millet,32452.56,51824491,1597
2006-01-01,Tigray,Sorghum,184010.83,69563027,1595
2008-01-01,Benushangul Gumuz,Sorghum,59829.26,95367937,1594
2007-01-01,Amhara,Wheat,427719.81,681612665,1594
1998-01-01,Amhara,Maize,236830.0,377289000,1593
2019-01-01,S.N.N.P.R,Millet,9670.25,15381202,1591
2008-01-01,Tigray,Sorghum,170504.48,270916987,1589
2006-01-01,Amhara,Sorghum,537623.62,851540211,1584
2008-01-01,Amhara,Sorghum,499133.91,790774634,1584
2015-01-01,Amhara,Teff,1143115.98,1809367086,1583
2016-01-01,Tigray,Barely,99423.28,157174532,1581
2007-01-01,S.N.N.P.R,Wheat,123194.84,194479536,1579
2014-01-01,Amhara,Barely,373016.41,588766645,1578
2011-01-01,DIRE DAWA,Maize,320.34,505268,1577
2020-01-01,S.N.N.P.R,Teff,243613.39,383757706,1575
2002-01-01,Oromiya,Wheat,545923.45,859521736,1574
2016-01-01,Gambela,Sorghum,2598.59,4087252,1573
2019-01-01,DIRE DAWA,Sorghum,10914.71,17128287,1569
1996-01-01,Oromiya,Oats,36800.0,57662000,1567
1998-01-01,Oromiya,Wheat,486470.0,76080000,1564
2019-01-01,Benushangul Gumuz,Barely,1687.07,2637226,1563
2011-01-01,Oromiya,Millet,81808.99,127828081,1563
2010-01-01,Tigray,Wheat,113595.76,177164359,1560
2010-01-01,Benushangul Gumuz,Millet,28391.84,44268465,1559
2017-01-01,S.N.N.P.R,Millet,3626.67,5646942,1557
2009-01-01,S.N.N.P.R,Sorghum,111055.1,172797680,1556
2022-01-01,S.N.N.P.R,Teff,211639.3,328840228,1554
2011-01-01,Amhara,Millet,216959.97,336000975,1549
1998-01-01,Tigray,Maize,61560.0,95365000,1549
2015-01-01,Benushangul Gumuz,Millet,30791.23,47634489,1547
2001-01-01,Tigray,Maize,55680.0,86059000,1546
2001-01-01,Oromiya,Wheat,642700.0,990501000,1541
2009-01-01,Oromiya,Oats,21899.1,33696832,1539
2018-01-01,Tigray,Teff,167748.72,257906058,1537
2020-01-01,Amhara,Oats,2469.16,3793179,1536
2012-01-01,Amhara,Millet,230613.94,353529558,1533
2022-01-01,Harari,Wheat,246.0,376766,1528
2020-01-01,Harari,Wheat,101.07,154222,1526
2004-01-01,S.N.N.P.R,Millet,5186.0,7899500,1523
2013-01-01,Amhara,Barely,388113.19,590502822,1521
2005-01-01,S.N.N.P.R,Maize,207410.0,315571100,1521
2005-01-01,Oromiya,Sorghum,522499.0,794826600,1521
2021-01-01,Benushangul Gumuz,Teff,22021.32,33444520,1519
2022-01-01,Benushangul Gumuz,Teff,22021.32,33444520,1519
2010-01-01,Amhara,Millet,164321.16,249509251,1518
2021-01-01,DIRE DAWA,Maize,250.86,380477,1517
2009-01-01,Tigray,Barely,97460.26,147775370,1516
2004-01-01,S.N.N.P.R,Wheat,114578.0,173361100,1513
2018-01-01,Amhara,Oats,4094.8,6189357,1512
2006-01-01,S.N.N.P.R,Wheat,119118.32,179932070,1511
2004-01-01,Oromiya,Sorghum,500943.0,756626600,1510
2015-01-01,S.N.N.P.R,Millet,4286.6,6466913,1509
1996-01-01,Tigray,Maize,45050.0,67963000,1509
2006-01-01,Oromiya,Sorghum,542045.77,817642891,1508
2009-01-01,Amhara,Wheat,434386.4,654502110,1507
2004-01-01,Tigray,Sorghum,128927.0,194205000,1506
2014-01-01,Oromiya,Teff,1397797.42,2104084217,1505
2007-01-01,Benushangul Gumuz,Sorghum,58992.05,88717344,1504
2021-01-01,Amhara,Oats,4561.04,6837950,1499
2020-01-01,Benushangul Gumuz,Teff,27130.09,40606801,1497
2011-01-01,Harari,Sorghum,6762.14,10116300,1496
2014-01-01,Amhara,Teff,1146730.12,1713797322,1495
2010-01-01,S.N.N.P.R,Millet,6020.19,8998050,1495
2018-01-01,S.N.N.P.R,Teff,248124.17,370414919,1493
2017-01-01,Amhara,Oats,3002.02,4480834,1493
2005-01-01,S.N.N.P.R,Wheat,131485.0,196284400,1493
2013-01-01,DIRE DAWA,Maize,270.55,403260,1491
2008-01-01,Tigray,Maize,63265.83,94239653,1490
2018-01-01,S.N.N.P.R,Oats,337.6,501864,1487
2019-01-01,S.N.N.P.R,Teff,236532.28,350828648,1483
2012-01-01,S.N.N.P.R,Oats,450.16,667083,1482
2007-01-01,Tigray,Wheat,100140.38,148062729,1479
2019-01-01,Amhara,Oats,3055.08,4518212,1479
2012-01-01,DIRE DAWA,Sorghum,9389.52,13811632,1471
2002-01-01,S.N.N.P.R,Wheat,92351.77,135370649,1466
1998-01-01,Somalia,Maize,22150.0,32401000,1463
2004-01-01,Tigray,Maize,43622.0,63784300,1462
2014-01-01,Harari,Sorghum,6656.98,9725698,1461
2004-01-01,Oromiya,Oats,19998.0,29206100,1460
2022-01-01,S.N.N.P.R,Oats,98.41,143726,1460
2019-01-01,S.N.N.P.R,Oats,368.68,538295,1460
2018-01-01,Benushangul Gumuz,Barely,729.21,1064121,1459
2010-01-01,S.N.N.P.R,Barely,88038.46,1128218912,1456
2008-01-01,Amhara,Wheat,426814.6,621176897,1455
2019-01-01,Benushangul Gumuz,Teff,29726.64,43213513,1454
2002-01-01,Oromiya,Sorghum,437397.55,635585291,1453
2008-01-01,Benushangul Gumuz,Wheat,3425.7,4971410,1451
2005-01-01,Amhara,Wheat,392722.0,569397100,1450
2017-01-01,Benushangul Gumuz,Barely,773.15,1119386,1448
2010-01-01,S.N.N.P.R,Oats,769.24,1112835,1447
2011-01-01,Benushangul Gumuz,Millet,29472.09,42625701,1446
2017-01-01,Tigray,Teff,167584.33,241011677,1438
1998-01-01,S.N.N.P.R,Wheat,66950.0,96071000,1435
2007-01-01,Gambela,Sorghum,2889.0,4128800,1429
2006-01-01,Gambela,Sorghum,2889.0,4128800,1429
2015-01-01,Tigray,Teff,184848.49,263601790,1426
2012-01-01,Amhara,Barely,303760.05,431557873,1421
2008-01-01,Tigray,Wheat,103956.9,147749567,1421
2016-01-01,DIRE DAWA,Maize,294.22,416183,1415
2022-01-01,Amhara,Oats,2933.05,4151348,1415
2010-01-01,Amhara,Oats,8742.51,12363949,1414
2006-01-01,Benushangul Gumuz,Wheat,2047.65,2893619,1413
2009-01-01,Oromiya,Millet,98040.65,138145490,1409
2006-01-01,Amhara,Wheat,431486.33,607488794,1408
2008-01-01,Benushangul Gumuz,Millet,27518.99,38743030,1408
2020-01-01,DIRE DAWA,Maize,282.34,397247,1407
2005-01-01,Oromiya,Barely,532141.0,747348200,1404
1999-01-01,Oromiya,Sorghum,351260.0,493269000,1404
2010-01-01,DIRE DAWA,Maize,443.76,623245,1404
2013-01-01,Amhara,Teff,1090139.5,1528197733,1402
1997-01-01,Oromiya,Wheat,431750.0,604331000,1400
2009-01-01,Amhara,Barely,347719.9,486149800,1398
2011-01-01,Somalia,Sorghum,34608.39,48380168,1398
2013-01-01,Oromiya,Teff,1256564.8,1753559651,1396
2000-01-01,Oromiya,Sorghum,368030.0,513295000,1395
2016-01-01,S.N.N.P.R,Millet,3781.22,5273914,1395
2010-01-01,Oromiya,Millet,105610.88,147175413,1394
1998-01-01,Benushangul Gumuz,Sorghum,45830.0,63780000,1392
2002-01-01,DIRE DAWA,Sorghum,6160.24,8574942,1392
2017-01-01,S.N.N.P.R,Teff,246099.24,341254766,1387
2007-01-01,Oromiya,Barely,477231.31,659745867,1382
2012-01-01,S.N.N.P.R,Barely,82305.24,113651742,1381
2009-01-01,S.N.N.P.R,Barely,76437.71,105487390,1380
2015-01-01,S.N.N.P.R,Oats,301.49,415278,1377
2005-01-01,Amhara,Sorghum,411949.0,566553200,1375
2014-01-01,Benushangul Gumuz,Millet,31800.01,43700817,1374
2009-01-01,Tigray,Wheat,101092.5,138719280,1372
2015-01-01,S.N.N.P.R,Teff,238539.4,326860266,1370
2010-01-01,Oromiya,Oats,14147.33,19355740,1368
2006-01-01,Benushangul Gumuz,Sorghum,52886.98,72315689,1367
2006-01-01,Oromiya,Millet,83577.5,114146524,1366
2008-01-01,Tigray,Barely,114923.43,156680340,1363
2012-01-01,Oromiya,Millet,87061.51,118362722,1360
1998-01-01,Oromiya,Barely,352590.0,479665000,1360
1996-01-01,Oromiya,Wheat,469990.0,638548000,1359
2008-01-01,S.N.N.P.R,Sorghum,102474.24,139163975,1358
2007-01-01,Oromiya,Millet,92253.98,125298710,1358
2010-01-01,Afar,Sorghum,578.4,783490,1355
2008-01-01,Amhara,Millet,196114.7,265635882,1354
2019-01-01,Harari,Wheat,38.07,51437,1351
2015-01-01,Amhara,Oats,4497.67,6070167,1350
2010-01-01,Tigray,Barely,106787.74,144049611,1349
2006-01-01,Oromiya,Barely,514377.35,692957511,1347
2019-01-01,DIRE DAWA,Maize,204.4,275387,1347
2004-01-01,Somalia,Oats,470.0,632100,1345
2009-01-01,Benushangul Gumuz,Barely,733.69,987155,1345
2016-01-01,Benushangul Gumuz,Barely,592.53,795097,1342
2009-01-01,Amhara,Millet,195002.7,261777330,1342
2002-01-01,Somalia,Sorghum,20824.36,27905426,1340
2018-01-01,Benushangul Gumuz,Teff,24529.72,32869677,1340
1999-01-01,Tigray,Sorghum,108690.0,145627000,1340
2007-01-01,Amhara,Barely,351264.12,470231149,1339
2008-01-01,Tigray,Millet,77848.4,104191123,1338
1998-01-01,Gambela,Sorghum,3290.0,4384000,1333
2004-01-01,Oromiya,Barely,412329.0,549074700,1332
2014-01-01,Tigray,Teff,185337.29,246551795,1330
2015-01-01,Benushangul Gumuz,Barely,774.28,1028417,1328
2001-01-01,Oromiya,Oats,27410.0,36350000,1326
2008-01-01,DIRE DAWA,Sorghum,7135.92,9432046,1322
2004-01-01,Amhara,Sorghum,457450.0,603949400,1320
2016-01-01,Amhara,Oats,2872.6,3780234,1316
2002-01-01,Somalia,Wheat,8353.8,10997345,1316
2013-01-01,Tigray,Teff,161798.11,212223454,1312
2006-01-01,Tigray,Wheat,76775.57,100698481,1312
2011-01-01,Amhara,Barely,328268.73,430741554,1312
2001-01-01,Oromiya,Sorghum,410420.0,536990000,1308
2014-01-01,Amhara,Oats,4662.35,6096457,1308
2016-01-01,S.N.N.P.R,Teff,212098.09,277360093,1308
2010-01-01,Amhara,Barely,387862.4,506768372,1307
2009-01-01,Tigray,Millet,7978.41,104199090,1306
2009-01-01,S.N.N.P.R,Millet,6047.57,7896745,1306
2012-01-01,Amhara,Teff,1003380.97,1310280795,1306
2005-01-01,Oromiya,Oats,34807.0,45354900,1303
2004-01-01,Harari,Maize,925.0,1205300,1302
2008-01-01,Amhara,Barely,330278.78,429937725,1302
2006-01-01,Harari,Maize,933.06,1214117,1301
2002-01-01,Oromiya,Barely,367426.19,477339538,1299
2011-01-01,Oromiya,Teff,1289405.27,1671802531,1297
2005-01-01,Oromiya,Millet,84329.0,109302700,1296
2012-01-01,Oromiya,Teff,1293514.25,1676543275,1296
2000-01-01,Oromiya,Wheat,565920.0,733140000,1295
2005-01-01,Tigray,Sorghum,142038.0,183866700,1294
2001-01-01,Oromiya,Barely,397640.0,513246000,1291
2008-01-01,Benushangul Gumuz,Barely,1275.85,1647409,1291
2008-01-01,S.N.N.P.R,Barely,70409.55,90881819,1291
2010-01-01,Amhara,Teff,1001028.47,1286056342,1285
2002-01-01,DIRE DAWA,Maize,257.46,329987,1282
1997-01-01,Amhara,Sorghum,26220.0,802120000,1281
2002-01-01,Benushangul Gumuz,Sorghum,52375.42,67039074,1280
2021-01-01,Afar,Sorghum,2333.36,2987401,1280
2012-01-01,Amhara,Oats,2534.32,3242602,1279
1999-01-01,Benushangul Gumuz,Sorghum,52140.0,66651000,1278
2000-01-01,Tigray,Sorghum,81570.0,104165000,1277
2004-01-01,DIRE DAWA,Maize,184.0,234900,1277
2007-01-01,Tigray,Millet,75978.09,97056673,1277
2008-01-01,Tigray,Teff,178742.14,228303114,1277
2002-01-01,Amhara,Sorghum,409473.2,522628511,1276
2010-01-01,Harari,Maize,1425.18,1814219,1273
2001-01-01,Tigray,Sorghum,134360.0,171080000,1273
2010-01-01,Tigray,Maize,64649.07,82229813,1272
2011-01-01,Amhara,Oats,5769.06,7340443,1272
2012-01-01,Tigray,Teff,152740.04,193845690,1269
2009-01-01,Tigray,Teff,183376.2,232760780,1269
2011-01-01,Tigray,Teff,165803.79,209506676,1264
2002-01-01,Somalia,Maize,20846.55,26344726,1264
1998-01-01,Oromiya,Sorghum,326700.0,412395000,1262
2014-01-01,Benushangul Gumuz,Barely,656.38,828346,1262
2014-01-01,S.N.N.P.R,Teff,259507.5,327506015,1262
2011-01-01,Amhara,Teff,1014267.85,1279107703,1261
2001-01-01,Gambela,Sorghum,4540.0,5720000,1260
2002-01-01,Oromiya,Oats,19366.68,24358790,1258
2013-01-01,Benushangul Gumuz,Millet,29114.9,36568281,1256
2013-01-01,Harari,Sorghum,6871.85,8590388,1250
2012-01-01,S.N.N.P.R,Millet,4097.68,5111567,1247
2002-01-01,Gambela,Sorghum,2664.26,3321791,1247
2006-01-01,Benushangul Gumuz,Millet,19485.45,24291613,1247
2004-01-01,Amhara,Wheat,332645.0,414570000,1246
2006-01-01,Amhara,Barely,318420.29,396468184,1245
2013-01-01,S.N.N.P.R,Teff,202375.61,251540923,1243
2017-01-01,Benushangul Gumuz,Teff,24432.5,30318432,1241
1996-01-01,Oromiya,Barely,384670.0,477066000,1240
2007-01-01,DIRE DAWA,Sorghum,7553.31,9368009,1240
2002-01-01,Harari,Maize,667.56,826740,1238
2002-01-01,Amhara,Wheat,286246.58,353772633,1236
2001-01-01,Benushangul Gumuz,Sorghum,61070.0,75467000,1236
2013-01-01,Amhara,Oats,3476.78,4294195,1235
2009-01-01,Amhara,Teff,1003948.0,1238347400,1233
2000-01-01,Benushangul Gumuz,Sorghum,60350.0,74359000,1232
2007-01-01,Amhara,Millet,176884.86,217939155,1232
2009-01-01,Oromiya,Teff,1081501.0,1329265200,1229
2000-01-01,Afar,Sorghum,4310.0,5290000,1227
2021-01-01,Gambela,Sorghum,3254.18,3989843,1226
1999-01-01,Amhara,Sorghum,414080.0,506189000,1222
2006-01-01,DIRE DAWA,Maize,106.41,129510,1217
2010-01-01,Oromiya,Teff,1182810.77,1436840508,1215
2005-01-01,Amhara,Oats,8496.0,10313600,1214
2008-01-01,Amhara,Teff,1047084.74,1268568413,1212
2008-01-01,Harari,Sorghum,5712.8,6905515,1209
2022-01-01,Gambela,Sorghum,4706.0,5681329,1207
2005-01-01,S.N.N.P.R,Millet,4767.0,5744200,1205
2012-01-01,Benushangul Gumuz,Millet,34133.26,41057347,1203
1996-01-01,Amhara,Sorghum,471890.0,567886000,1203
2011-01-01,Harari,Wheat,116.51,140048,1202
1996-01-01,S.N.N.P.R,Sorghum,140370.0,167762000,1195
1997-01-01,Oromiya,Oats,33900.0,40451000,1193
2007-01-01,Tigray,Barely,101575.87,121058747,1192
2010-01-01,S.N.N.P.R,Teff,196701.83,233696152,1188
1999-01-01,Oromiya,Wheat,599140.0,711278000,1187
1997-01-01,S.N.N.P.R,Barely,48550.0,57469000,1184
2016-01-01,DIRE DAWA,Sorghum,9498.11,11238573,1183
2007-01-01,Benushangul Gumuz,Barely,822.62,970893,1180
2002-01-01,Tigray,Wheat,63215.93,74480182,1178
1997-01-01,S.N.N.P.R,Sorghum,111760.0,131422000,1176
1997-01-01,DIRE DAWA,Sorghum,5460.0,6419000,1176
2004-01-01,Somalia,Wheat,10128.0,11857300,1171
1997-01-01,Benushangul Gumuz,Sorghum,38340.0,44884000,1171
2013-01-01,S.N.N.P.R,Millet,4873.12,5704020,1171
2007-01-01,Harari,Sorghum,5473.37,6386184,1167
2007-01-01,S.N.N.P.R,Barely,84744.74,98836504,1166
2016-01-01,Tigray,Teff,162782.72,189825933,1166
2005-01-01,S.N.N.P.R,Barely,84936.0,9834700,1165
2004-01-01,Tigray,Wheat,74466.0,86668600,1164
2016-01-01,Benushangul Gumuz,Teff,27116.65,31527669,1163
1998-01-01,S.N.N.P.R,Sorghum,69590.0,80746000,1160
2012-01-01,Harari,Wheat,71.79,83108,1158
2007-01-01,Oromiya,Oats,23921.43,27683287,1157
2015-01-01,Benushangul Gumuz,Teff,21409.26,24659144,1152
2007-01-01,S.N.N.P.R,Millet,6381.05,7342450,1151
2002-01-01,Benushangul Gumuz,Millet,17279.16,19878643,1150
1996-01-01,S.N.N.P.R,Barely,52320.0,60167000,1150
2010-01-01,Tigray,Millet,64612.04,74160596,1148
2000-01-01,Harari,Maize,1420.0,1627000,1146
2008-01-01,Oromiya,Teff,11843.87,13571832,1146
2005-01-01,Benushangul Gumuz,Millet,20230.0,23165300,1145
2006-01-01,Tigray,Millet,60736.95,567289,1145
2000-01-01,Benushangul Gumuz,Millet,24570.0,28073000,1143
2005-01-01,Tigray,Maize,47200.0,53918300,1142
2011-01-01,Benushangul Gumuz,Barely,1264.49,1444057,1142
2012-01-01,S.N.N.P.R,Teff,257794.7,293766954,1140
2002-01-01,Amhara,Barely,274628.32,312728240,1139
2002-01-01,S.N.N.P.R,Millet,4527.18,5151849,1138
1999-01-01,S.N.N.P.R,Wheat,82340.0,93416000,1135
1997-01-01,Oromiya,Barely,343640.0,389282000,1133
1998-01-01,Afar,Maize,5260.0,5934000,1128
2004-01-01,Benushangul Gumuz,Sorghum,48006.0,54012800,1125
2011-01-01,S.N.N.P.R,Millet,3800.09,4266584,1123
1998-01-01,Amhara,Wheat,185780.0,208515000,1122
2006-01-01,Amhara,Millet,164648.78,184679530,1122
2008-01-01,S.N.N.P.R,Millet,5966.91,6690953,1121
2006-01-01,Harari,Oats,14.5,16236,1120
2011-01-01,S.N.N.P.R,Teff,265377.07,296759360,1118
2007-01-01,DIRE DAWA,Maize,335.48,374977,1118
2007-01-01,Harari,Wheat,64.59,72079,1116
2006-01-01,S.N.N.P.R,Barely,81505.59,90939320,1116
2009-01-01,Amhara,Oats,7382.67,8220211,1113
2008-01-01,Oromiya,Barely,688.22,765155,1112
2000-01-01,Oromiya,Oats,29650.0,32974000,1112
1999-01-01,Harari,Maize,1140.0,1265000,1110
2002-01-01,S.N.N.P.R,Barely,68463.31,75973303,1110
2011-01-01,Benushangul Gumuz,Wheat,2690.4,2984165,1109
2006-01-01,Tigray,Barely,79107.68,87747333,1109
1996-01-01,Benushangul Gumuz,Sorghum,35070.0,38884000,1109
2002-01-01,Oromiya,Millet,49335.52,54650128,1108
2001-01-01,DIRE DAWA,Maize,370.0,410000,1108
2002-01-01,Gambela,Millet,48.38,53555,1107
2010-01-01,Harari,Sorghum,6122.81,6776006,1107
2002-01-01,Tigray,Barely,53237.55,58908878,1107
2004-01-01,S.N.N.P.R,Barely,68863.0,76177800,1106
1996-01-01,Benushangul Gumuz,Millet,7150.0,7869000,1101
2007-01-01,S.N.N.P.R,Sorghum,111469.9,122610890,1100
2004-01-01,DIRE DAWA,Sorghum,6647.0,7302600,1099
2000-01-01,S.N.N.P.R,Wheat,68390.0,75025000,1097
2001-01-01,Amhara,Sorghum,520870.0,570791000,1096
2005-01-01,DIRE DAWA,Maize,281.0,307100,1092
2013-01-01,Benushangul Gumuz,Barely,723.21,787764,1089
2002-01-01,Benushangul Gumuz,Wheat,891.15,970677,1089
2008-01-01,Benushangul Gumuz,Teff,18870.52,20510225,1087
2006-01-01,Harari,Barely,54.68,59453,1087
2010-01-01,Tigray,Teff,187858.61,203999398,1086
1997-01-01,Harari,Maize,1170.0,1271000,1086
2009-01-01,Somalia,Wheat,7370.25,7976504,1082
2001-01-01,Afar,Maize,6750.0,7295000,1081
1999-01-01,DIRE DAWA,Sorghum,4940.0,5336000,1080
2002-01-01,Amhara,Millet,155526.83,167871762,1079
1999-01-01,Tigray,Barely,78400.0,84442000,1077
2009-01-01,S.N.N.P.R,Teff,194962.3,210060030,1077
1997-01-01,Amhara,Millet,176490.0,190105000,1077
1998-01-01,Oromiya,Oats,31600.0,33998000,1076
2010-01-01,Benushangul Gumuz,Barely,874.3,939263,1074
2004-01-01,Tigray,Barely,76521.0,82077000,1073
2002-01-01,Tigray,Millet,54693.25,58577450,1071
2004-01-01,Benushangul Gumuz,Millet,18934.0,20172900,1065
2005-01-01,S.N.N.P.R,Sorghum,92009.0,97593400,1061
2005-01-01,Amhara,Barely,375912.0,398965200,1061
2014-01-01,S.N.N.P.R,Millet,4184.27,4408923,1054
1999-01-01,Tigray,Wheat,54940.0,57752000,1051
2002-01-01,Amhara,Oats,8996.12,9433917,1049
1997-01-01,S.N.N.P.R,Teff,183580.0,192448000,1048
2007-01-01,Oromiya,Teff,1082756.17,1133591204,1047
2004-01-01,Tigray,Millet,51709.0,54081000,1046
2001-01-01,Amhara,Wheat,308300.0,322503000,1046
2004-01-01,Somalia,Barely,4012.0,4192500,1045
1997-01-01,Tigray,Barely,55540.0,57987000,1044
2000-01-01,Tigray,Barely,77900.0,81273000,1043
2012-01-01,Benushangul Gumuz,Barely,818.37,853908,1043
2006-01-01,Benushangul Gumuz,Barely,1107.79,1152814,1041
2000-01-01,Amhara,Wheat,314190.0,327110000,1041
2001-01-01,S.N.N.P.R,Barely,118410.0,123128000,1040
2006-01-01,Oromiya,Teff,985665.52,1022451976,1037
2000-01-01,Amhara,Sorghum,356850.0,36944000,1037
2007-01-01,Amhara,Teff,939487.63,972006442,1035
2000-01-01,Oromiya,Barely,385760.0,398704000,1034
2021-01-01,DIRE DAWA,Sorghum,11241.97,11611922,1033
2005-01-01,Oromiya,Teff,918461.0,945087300,1029
2022-01-01,DIRE DAWA,Sorghum,9117.0,9381999,1029
2004-01-01,Amhara,Barely,357174.0,367108600,1028
2005-01-01,Benushangul Gumuz,Sorghum,49862.0,51159300,1026
2014-01-01,Benushangul Gumuz,Teff,26021.15,26702847,1026
2008-01-01,Amhara,Oats,8116.94,8307228,1023
2001-01-01,Benushangul Gumuz,Millet,22690.0,23164000,1021
2000-01-01,Tigray,Wheat,70570.0,72074000,1021
2000-01-01,DIRE DAWA,Sorghum,5590.0,5701000,1020
2000-01-01,S.N.N.P.R,Barely,5730.0,57877000,1020
1998-01-01,Tigray,Sorghum,124330.0,126829000,1020
1998-01-01,Amhara,Sorghum,352600.0,359035000,1018
2013-01-01,Benushangul Gumuz,Teff,19389.08,19719405,1017
2000-01-01,Tigray,Millet,57210.0,58095000,1015
1998-01-01,S.N.N.P.R,Barely,49970.0,50575000,1012
2006-01-01,DIRE DAWA,Sorghum,7294.57,7380100,1012
1997-01-01,Tigray,Wheat,55360.0,55938000,1010
2005-01-01,Amhara,Millet,148002.0,149444000,1010
2008-01-01,Somalia,Sorghum,33992.75,34265951,1008
2006-01-01,Benushangul Gumuz,Oats,37.07,37332,1007
1999-01-01,Amhara,Wheat,244900.0,246588000,1007
1999-01-01,Oromiya,Barely,383450.0,385697000,1006
2002-01-01,S.N.N.P.R,Oats,626.57,627942,1002
1996-01-01,Tigray,Wheat,84550.0,84653000,1001
2009-01-01,Benushangul Gumuz,Teff,16276.07,16279627,1000
1997-01-01,Oromiya,Teff,952670.0,952875000,1000
2002-01-01,S.N.N.P.R,Sorghum,84276.06,84200946,999
2002-01-01,Benushangul Gumuz,Barely,1047.11,1044418,997
2001-01-01,Amhara,Oats,12910.0,12873000,997
2006-01-01,S.N.N.P.R,Sorghum,103150.03,102768411,996
2004-01-01,Amhara,Millet,156868.0,155581100,992
2002-01-01,Afar,Maize,6100.41,6051564,992
2008-01-01,Harari,Wheat,36.61,36268,991
2007-01-01,Amhara,Oats,7657.62,7583392,990
2008-01-01,S.N.N.P.R,Teff,234789.37,232246796,989
2022-01-01,Somalia,Maize,10419.0,10251134,984
2012-01-01,Benushangul Gumuz,Teff,23615.03,23225663,984
2010-01-01,Benushangul Gumuz,Teff,18632.31,18256459,980
1997-01-01,Tigray,Millet,55430.0,54309000,980
2007-01-01,Tigray,Teff,160740.57,157359904,979
2005-01-01,Tigray,Wheat,87785.0,85900500,979
1997-01-01,Amhara,Wheat,212020.0,207188000,977
2011-01-01,Benushangul Gumuz,Teff,23648.11,23107290,977
2010-01-01,DIRE DAWA,Sorghum,9115.09,8821948,968
2005-01-01,S.N.N.P.R,Oats,506.0,486200,962
1997-01-01,Harari,Sorghum,3580.0,3445000,962
1996-01-01,Somalia,Maize,20550.0,19711000,959
1997-01-01,Amhara,Barely,244010.0,233731000,958
1998-01-01,Amhara,Barely,220710.0,211264000,957
2004-01-01,Amhara,Oats,8776.0,8386200,956
1999-01-01,S.N.N.P.R,Sorghum,82910.0,79245000,956
2011-01-01,S.N.N.P.R,Oats,301.95,288563,956
2005-01-01,Amhara,Teff,852307.0,813651400,955
2006-01-01,Amhara,Teff,907057.42,865824040,955
2005-01-01,Somalia,Wheat,16030.0,15302300,955
2001-01-01,Amhara,Millet,187850.0,178948000,953
2001-01-01,S.N.N.P.R,Sorghum,153800.0,146571000,953
2011-01-01,Harari,Barely,17.48,16636,952
2001-01-01,Tigray,Millet,65090.0,61811000,950
2001-01-01,Harari,Barely,60.0,57000,950
2006-01-01,S.N.N.P.R,Millet,4575.07,4320997,944
